doc_id,nama_dokumen,bab,bagian,pasal,angka,ayat,isi,penjelasan
DOC044,55_PMK.010_2020.txt,,,,77,,Pakistan,
DOC044,55_PMK.010_2020.txt,,,,78,,Panama,
DOC044,55_PMK.010_2020.txt,,,,79,,Papua New Guinea,
DOC044,55_PMK.010_2020.txt,,,,80,,Paraguay,
DOC044,55_PMK.010_2020.txt,,,,81,,Peru,
DOC044,55_PMK.010_2020.txt,,,,82,,Philippines,
DOC044,55_PMK.010_2020.txt,,,,83,,Qatar,
DOC044,55_PMK.010_2020.txt,,,,84,,Russian Federation,
DOC044,55_PMK.010_2020.txt,,,,85,,Rwanda,
DOC044,55_PMK.010_2020.txt,,,,86,,Saint Kitts and Nevis,
DOC044,55_PMK.010_2020.txt,,,,87,,Saint Lucia,
DOC044,55_PMK.010_2020.txt,,,,88,,Saint Vincent & the Grenadines,
DOC044,55_PMK.010_2020.txt,,,,89,,Samoa,
DOC044,55_PMK.010_2020.txt,,,,90,,"Saudi Arabia, Kingdom of",
DOC044,55_PMK.010_2020.txt,,,,91,,Senegal,
DOC044,55_PMK.010_2020.txt,,,,92,,Seychelles,
DOC044,55_PMK.010_2020.txt,,,,93,,Sierra Leone,
DOC044,55_PMK.010_2020.txt,,,,94,,Singapore,
DOC044,55_PMK.010_2020.txt,,,,95,,Solomon Islands,
DOC044,55_PMK.010_2020.txt,,,,96,,South Africa,
DOC044,55_PMK.010_2020.txt,,,,97,,Sri Lanka,
DOC044,55_PMK.010_2020.txt,,,,98,,Suriname,
DOC044,55_PMK.010_2020.txt,,,,99,,Tajikistan,
DOC044,55_PMK.010_2020.txt,,,,100,,Tanzania,
DOC044,55_PMK.010_2020.txt,,,,101,,Thailand,
DOC044,55_PMK.010_2020.txt,,,,102,,The former Yugoslav Republic of Macedonia,
DOC044,55_PMK.010_2020.txt,,,,103,,Togo,
DOC044,55_PMK.010_2020.txt,,,,104,,Tonga,
DOC044,55_PMK.010_2020.txt,,,,105,,Trinidad and Tobago,
DOC044,55_PMK.010_2020.txt,,,,106,,Tunisia,
DOC044,55_PMK.010_2020.txt,,,,107,,Turkey,
DOC044,55_PMK.010_2020.txt,,,,108,,Uganda,
DOC044,55_PMK.010_2020.txt,,,,109,,Ukraine,
DOC044,55_PMK.010_2020.txt,,,,110,,United Arab Emirates,
DOC044,55_PMK.010_2020.txt,,,,111,,Uruguay,
DOC044,55_PMK.010_2020.txt,,,,112,,Vanuatu,
DOC044,55_PMK.010_2020.txt,,,,113,,"Venezuela, Bolivarian Republic of",
DOC044,55_PMK.010_2020.txt,,,,114,,Viet Nam,
DOC044,55_PMK.010_2020.txt,,,,115,,Yemen,
DOC044,55_PMK.010_2020.txt,,,,116,,Zambia,
DOC044,55_PMK.010_2020.txt,,,,117,,"Zimbabwe MENTERI KEUANGAN REPUBLIK INDONESIA, ttd. SRI MULYANI INDRAWATI Salinan sesuai dengan aslinya Kepala Biro Umum",
